69,Database,RelationalModel,Organizing data into one or more tables of rows and columns.,Basic
70,Database,Cursor,A control structure that enables traversal over records.,Intermediate
71,SoftEng,SpiralModel,A risk-driven process model for complex software projects.,Hard
72,SoftEng,VModel,A model where testing is planned at each development stage.,Intermediate
73,SoftEng,BlackBox,Testing focused on functionality without looking at code.,Basic
74,SoftEng,WhiteBox,Testing that examines the internal logic and structure of code.,Hard
75,SoftEng,UML,Unified Modeling Language used for visualizing system design.,Intermediate
76,SoftEng,UseCase,A list of steps defining interactions between actor and system.,Basic
77,SoftEng,ClassDiagram,Describes the structure of a system by showing its classes.,Intermediate
78,SoftEng,Prototyping,Creating an incomplete model of the future full-scale software.,Basic
79,SoftEng,Modularization,The process of breaking a program into independent modules.,Basic
80,SoftEng,Refactoring,Restructuring existing code without changing its behavior.,Hard
81,Android,NavigationComponent,Simplifies implementing navigation between destinations.,Intermediate
82,Android,DeepLink,A link that takes you directly to a specific destination in app.,Hard
83,Android,Retrofit,A type-safe HTTP client for Android and Java.,Hard
84,Android,Glide,An image loading library for Android focused on smooth scrolling.,Intermediate
85,Android,Parcelable,An Android-specific interface for passing data between components.,Hard
86,Android,VectorDrawable,A graphic defined in an XML file as a set of points.,Basic
87,Android,ConstraintLayout,Allows you to create large and complex layouts with flat view hierarchy.,Intermediate
88,Android,ManifestPermission,Declaring required access to system features in Manifest.,Basic
89,Android,GradleBuildType,Defines properties like debuggable and code shrinking.,Intermediate
90,Android,AssetsFolder,Folder used to store raw files like fonts and databases.,Basic
91,Database,DataDictionary,A collection of metadata that contains database definitions.,Intermediate
92,Database,DataMining,The process of discovering patterns in large data sets.,Basic
93,Database,DataWarehouse,A system used for reporting and data analysis.,Intermediate
94,Database,OLAP,Online Analytical Processing for complex calculations.,Hard
95,Database,Sharding,A type of database partitioning that separates very large databases.,Hard
96,Database,KeyStore,A facility that provides a secure place to store keys.,Hard
97,Database,SQLInjection,A code injection technique used to attack data-driven apps.,Hard
98,Database,Entity,An object that exists and is distinguishable from others.,Basic
99,Database,Relationship,The association between two or more entities.,Basic
100,Database,Attribute,A characteristic or property of an entity.,Basic
101,SoftEng,UserStory,An informal description of a software feature from user perspective.,Basic
102,SoftEng,Sprint,A set period of time during which specific work is completed.,Basic
103,SoftEng,Backlog,A prioritized list of work for the development team.,Basic
104,SoftEng,BurnDownChart,A graphical representation of work left to do vs time.,Intermediate
105,SoftEng,PeerReview,The process of evaluating code by another developer.,Basic
106,SoftEng,Documentation,Written material explaining how software works or is used.,Basic
107,SoftEng,SoftwarePatch,A set of changes to a computer program to update or fix it.,Basic
108,SoftEng,QA,Quality Assurance to prevent mistakes in manufactured products.,Intermediate
109,SoftEng,VersionControl,Management of changes to documents or programs (e.g., Git).,Basic
110,SoftEng,Repository,The storage location where software packages are kept.,Basic
111,Android,Thread,The execution of a program in parallel to the main UI thread.,Hard
112,Android,Looper,Class used to run a message loop for a thread.,Hard
113,Android,Handler,Used to send and process Message objects associated with a thread.,Hard
114,Android,ServiceLifecycle,States like onStartCommand and onBind for background tasks.,Hard
115,Android,IntenFilter,Declares the capabilities of an activity or service.,Intermediate
116,Database,CompositeKey,A primary key made of two or more columns.,Intermediate
117,Database,DataIntegrity,The maintenance of, and the assurance of the accuracy of data.,Intermediate
118,Database,DistributedDB,A database that is located on different sites.,Hard
119,SoftEng,AgileManifesto,A document that sets out the key values of agile.,Intermediate
120,SoftEng,ObjectOriented,Programming based on the concept of objects and classes.,Basic
121,Android,WorkManager,API for persistent work that survives app restarts.,Hard
122,Android,RoomEntity,Represents a table within the Room database structure.,Intermediate
123,Android,RoomDAO,Data Access Object containing methods for DB operations.,Hard
124,Android,ConstraintSet,Allows programmatically defining constraints for layouts.,Hard
125,Android,ShapeDrawable,XML based primitive shapes for background styling.,Basic
126,Android,Selector,State list drawable to change UI based on focus/click.,Basic
127,Android,CardView,A layout that provides a card-like look with elevation.,Basic
128,Android,CoordinatorLayout,Powerful FrameLayout for complex UI interactions.,Hard
129,Android,AppBarLayout,Vertical LinearLayout that implements Google Material design.,Intermediate
130,Android,Toolbar,A generalization of action bars for use within layouts.,Basic
131,Database,DataRedundancy,Occurrence of the same piece of data in multiple places.,Intermediate
132,Database,DataIsolation,Property where data is not accessible to other users.,Hard
133,Database,Dependency,Relationship where one attribute determines another.,Intermediate
134,Database,FunctionalDependency,Constraint between two sets of attributes in a relation.,Hard
135,Database,MultivaluedDependency,Constraint where one attribute implies multiple values.,Hard
136,Database,JoinDependency,Constraint where a relation can be reconstructed by joins.,Hard
137,Database,Domain,The set of all possible values for an attribute.,Basic
138,Database,Tuple,A single row in a relational database table.,Basic
139,Database,Cardinality,The number of tuples in a relationship.,Intermediate
140,Database,WeakEntity,An entity that cannot be identified by its own attributes.,Intermediate
141,SoftEng,StaticTesting,Testing without executing the actual code.,Intermediate
142,SoftEng,DynamicTesting,Testing by executing the code and checking results.,Intermediate
143,SoftEng,SanityTesting,Subset of regression testing to check specific logic.,Basic
144,SoftEng,SmokeTesting,Preliminary testing to check basic system stability.,Basic
145,SoftEng,PerformanceTesting,Testing speed and stability under various loads.,Intermediate
146,SoftEng,LoadTesting,Checking system behavior under expected user load.,Basic
147,SoftEng,StressTesting,Checking system behavior beyond normal limits.,Hard
148,SoftEng,ScalabilityTesting,Testing ability to scale up or out effectively.,Hard
149,SoftEng,UsabilityTesting,Evaluating how easy the system is to use for users.,Basic
150,SoftEng,SecurityTesting,Finding vulnerabilities and protecting data integrity.,Hard
151,Android,WebView,View that displays web pages inside your application.,Intermediate
152,Android,DeepLinking,Navigation via URIs directly into specific app parts.,Hard
153,Android,InstantApps,Run Android apps without full installation on device.,Hard
154,Android,JobScheduler,API for scheduling background jobs for the system.,Hard
155,Android,AlarmManager,Access to system alarm services for timed events.,Intermediate
156,Android,PendingIntent,Token that allows another app to execute your code.,Hard
157,Android,Localization,Adapting app for different languages and regions.,Basic
158,Android,VectorAsset,XML format for high quality icons and graphics.,Basic
159,Android,GradleFlavor,Creating different versions of app from same source.,Intermediate
160,Android,ProGuard,Shrinks and obfuscates code to reduce APK size.,Hard
161,Database,DeadlockPrevention,Techniques to ensure deadlocks never occur.,Hard
162,Database,DeadlockDetection,Identifying deadlocks and taking recovery actions.,Hard
163,Database,Checkpoint,Point where database log and data are synchronized.,Intermediate
164,Database,Rollback,Reverting a transaction to its previous stable state.,Basic
165,Database,Commit,Permanently saving all changes made in a transaction.,Basic
166,Database,TwoPhaseLocking,Protocol to ensure serializability in transactions.,Hard
167,Database,StarSchema,Simplest style of data mart schema for warehousing.,Intermediate
168,Database,SnowflakeSchema,More complex, normalized version of star schema.,Hard
169,Database,MaterializedView,Database object containing results of a query.,Hard
170,Database,TriggerFunction,Logic executed automatically on specific DB events.,Intermediate
171,SoftEng,ObjectRelationalMapping,Mapping objects to database tables automatically.,Hard
172,SoftEng,Microservices,Architecture where app is a collection of services.,Hard
173,SoftEng,Monolithic,Architecture where all components are in one unit.,Basic
174,SoftEng,DevOps,Practice of combining development and operations.,Intermediate
175,SoftEng,CI_CD,Continuous Integration and Continuous Deployment.,Intermediate
176,SoftEng,CodeCoverage,Measure of how much code is tested by scripts.,Intermediate
177,SoftEng,TechnicalDebt,Cost of choosing easy solution over best solution.,Hard
178,SoftEng,PairProgramming,Two programmers working together at one station.,Basic
179,SoftEng,CodeSmell,Surface indication of deeper problems in code.,Intermediate
180,SoftEng,DesignPattern,Reusable solution to common software problems.,Hard
181,Android,OkHttp,Library used for making efficient network requests.,Intermediate
182,Android,Retrofit,Type-safe REST client for Android and Java.,Hard
183,Android,Picasso,Image downloading and caching library for Android.,Basic
184,Android,LeakCanary,Memory leak detection library for Android/Java.,Hard
185,Android,Espresso,Framework for writing automated Android UI tests.,Intermediate
186,Android,Robolectric,Unit testing framework that runs on the JVM.,Hard
187,Android,Dagger,Fully static, compile-time dependency injection.,Hard
188,Android,Hilt,Dependency injection library for Android (on Dagger).,Hard
189,Android,RxJava,Library for composing asynchronous/event-based programs.,Hard
190,Android,KotlinCoroutines,Design pattern for asynchronous programming.,Intermediate
191,Database,DataIndependence,Property where schema levels are independent.,Hard
192,Database,RelationalAlgebra,Mathematical basis for relational databases.,Hard
193,Database,Selection,Operation that retrieves rows based on criteria.,Basic
194,Database,Projection,Operation that retrieves specific columns from table.,Basic
195,Database,Union,Operation that combines results of two queries.,Basic
196,Database,Intersection,Operation that returns common rows of two queries.,Intermediate
197,Database,CartesianProduct,Combining every row of one table with another.,Hard
198,Database,B_Tree,Data structure for efficient database indexing.,Hard
199,Database,Hashing,Mapping data to fixed-size values for fast access.,Intermediate
200,Database,DatabaseAdministrator,Person responsible for managing database systems.,Basic
201,SoftEng,WaterfallModel,Linear and sequential software development model.,Basic
202,SoftEng,IncrementalModel,Software is developed in small manageable chunks.,Intermediate
203,SoftEng,RADModel,Rapid Application Development focusing on speed.,Intermediate
204,SoftEng,AgileScrum,Framework for managing work in small iterations.,Basic
205,SoftEng,ExtremeProgramming,Agile framework focusing on technical excellence.,Hard
206,SoftEng,LeanSoftware,Eliminating waste and delivering value quickly.,Intermediate
207,SoftEng,KanbanBoard,Visual tool to manage work in progress efficiently.,Basic
208,SoftEng,AcceptanceCriteria,Conditions that a software product must meet.,Basic
209,SoftEng,UserInterface,The point of interaction between human and machine.,Basic
210,SoftEng,SoftwareArchitecture,High-level structure of a software system.,Hard
211,Android,ActivityLaunchMode,Defines how a new activity instance is started.,Hard
212,Android,BackStack,The stack of activities the user has visited.,Intermediate
213,Android,Parcel,Container for a message (data and object references).,Hard
214,Android,Bundle,Map that stores primitive data for state saving.,Basic
215,Android,Style,Collection of attributes that define UI appearance.,Basic
216,Android,Theme,Style applied to an entire activity or application.,Basic
217,Android,DimensionResource,XML resource to define screen sizes and margins.,Basic
218,Android,ColorResource,XML resource to define hex color values.,Basic
219,Android,Menu,XML resource for defining options in toolbar.,Basic
220,Android,StringsXML,File for storing all text used in the application.,Basic
221,Android,WorkRequest,Definition of a task to be performed by WorkManager.,Hard
222,Android,Constraints,Set of conditions that must be met to run a task.,Intermediate
223,Android,OneTimeWorkRequest,A task that runs only once at a specific time.,Basic
224,Android,PeriodicWorkRequest,A task that repeats on a defined interval.,Intermediate
225,Android,WorkInfo,Object containing information about a work request status.,Hard
226,Database,Normalization4NF,Multi-valued dependencies are removed from relations.,Hard
227,Database,Normalization5NF,Deals with cases where join dependencies exist.,Hard
228,Database,BCNF,Boyce-Codd Normal Form, a stronger version of 3NF.,Hard
229,Database,Denormalization,Adding redundant data to speed up complex queries.,Intermediate
230,Database,DataSilo,Collection of data held by one group that is not accessible.,Intermediate
231,SoftEng,FormalMethods,Mathematical techniques for software specification.,Hard
232,SoftEng,CleanRoom,Software process aiming for zero defects.,Hard
233,SoftEng,Refactoring,Improving internal code without changing external behavior.,Intermediate
234,SoftEng,LegacySystem,Old software that is still in use but hard to maintain.,Basic
235,SoftEng,ComponentBased,Developing software by assembling existing parts.,Intermediate
236,Android,CustomView,Creating unique UI elements by extending View class.,Hard
237,Android,Canvas,Object used to draw 2D graphics in Android.,Hard
238,Android,Paint,Object that holds style and color info for drawing.,Intermediate
239,Android,SurfaceView,A dedicated drawing surface embedded inside a view.,Hard
240,Android,TextureView,Displays a content stream like video or OpenGL.,Hard
241,Database,QueryPlan,Sequence of operations used to access data in RDBMS.,Hard
242,Database,Optimizer,Component that finds the best query execution plan.,Hard
243,Database,FullTableScan,Reading every row in a table to find a match.,Basic
244,Database,IndexSeek,Using an index to find specific rows efficiently.,Intermediate
245,Database,HeapTable,A table without a clustered index.,Intermediate
246,SoftEng,Reliability,The probability of failure-free software operation.,Intermediate
247,SoftEng,Maintainability,The ease with which software can be modified.,Basic
248,SoftEng,Portability,Ability to run software on different platforms.,Basic
249,SoftEng,Interoperability,Ability of two systems to exchange information.,Intermediate
250,SoftEng,Efficiency,Amount of resources used by software to perform.,Basic
251,Android,IntentFilter,Declares what intents a component can handle.,Intermediate
252,Android,ExplicitIntent,An intent that specifies the exact component to start.,Basic
253,Android,ImplicitIntent,An intent that asks the system to find a handler.,Basic
254,Android,TaskStackBuilder,Helps in managing the navigation back stack.,Hard
255,Android,PendingIntent,Granting permission to another app to use your intent.,Hard
256,Database,LogicalSchema,Design of the database at the logical level.,Intermediate
257,Database,PhysicalSchema,Design of the database at the physical level.,Hard
258,Database,ViewMaterialization,Process of computing the result of a view.,Hard
259,Database,ConcurrencyControl,Managing simultaneous operations on a database.,Hard
260,Database,SharedLock,Allows multiple transactions to read a resource.,Intermediate
261,SoftEng,RequirementEngineering,The process of defining and documenting needs.,Intermediate
262,SoftEng,SRS,Software Requirements Specification document.,Basic
263,SoftEng,FunctionalRequirement,What the system should do (features).,Basic
264,SoftEng,NonFunctionalRequirement,How the system should perform (speed, security).,Basic
265,SoftEng,TraceabilityMatrix,Maps requirements to test cases.,Hard
266,Android,ActivityAlias,An alternative name for an activity in Manifest.,Hard
267,Android,PermissionGroup,A logical grouping of related app permissions.,Intermediate
268,Android,ProtectionLevel,Defines the risk potential of a permission.,Hard
269,Android,HardwareAcceleration,Using GPU for faster UI rendering in Android.,Intermediate
270,Android,Choreographer,Coordinates the timing of animations and drawing.,Hard
271,Database,DataMigration,Moving data between different storage types.,Intermediate
272,Database,DataScrubbing,Cleaning data to ensure it is accurate and complete.,Intermediate
273,Database,MetadataRepository,Storage for all metadata of a database system.,Hard
274,Database,Instance,A collection of background processes and memory.,Hard
275,Database,Tablespace,Storage location where database objects are kept.,Intermediate
276,SoftEng,DataDictionary,Repository of information about data elements.,Basic
277,SoftEng,DecisionTable,Table showing logic for complex business rules.,Intermediate
278,SoftEng,StateTransition,Diagram showing how a system changes states.,Intermediate
279,SoftEng,StructuralTesting,Testing based on the internal code structure.,Hard
280,SoftEng,MutationTesting,Modifying code slightly to test the test suite.,Hard
281,Android,DaggerComponent,Bridge between provider of objects and consumers.,Hard
282,Android,DaggerModule,A class that provides or produces objects.,Hard
283,Android,DaggerScope,Annotation to limit the lifetime of an object.,Hard
284,Android,HiltAndroidApp,Trigger for Hilt code generation in Application.,Basic
285,Android,InjectAnnotation,Tells Hilt/Dagger to provide the dependency.,Basic
286,Database,TwoPhaseCommit,Protocol for distributed transaction atomicity.,Hard
287,Database,VectorDatabase,Database optimized for storing AI embeddings.,Hard
288,Database,GraphDatabase,Uses graph structures for semantic queries.,Hard
289,Database,TimeSeriesDB,Optimized for handling time-stamped data.,Intermediate
290,Database,SpatialDatabase,Database optimized for geographic data.,Intermediate
291,SoftEng,ReverseEngineering,Analyzing a system to create its representation.,Hard
292,SoftEng,ReEngineering,Rebuilding an existing system for better performance.,Intermediate
293,SoftEng,RiskManagement,Identifying and mitigating project risks.,Basic
294,SoftEng,CostEstimation,Predicting the financial resources needed.,Basic
295,SoftEng,QualityControl,Techniques used to fulfill quality requirements.,Basic
296,Android,DataStore,Modern data storage solution replacing SharedPreferences.,Intermediate
297,Android,PreferencesDataStore,Stores key-value pairs using DataStore.,Basic
298,Android,ProtoDataStore,Stores typed objects using Protocol Buffers.,Hard
299,Android,Flow,An asynchronous stream of data for reactive UI.,Hard
300,Android,StateFlow,A flow that represents a state for UI updates.,Hard
301,Database,ColdBackup,Backup taken while the database is offline.,Basic
302,Database,HotBackup,Backup taken while the database is online.,Intermediate
303,Database,DifferentialBackup,Backing up only data changed since last full backup.,Intermediate
304,Database,IncrementalBackup,Backing up data changed since any last backup.,Basic
305,Database,TransactionLogs,Files that record all changes made to a database.,Hard
306,SoftEng,UnitOfWork,Pattern that tracks changes during a transaction.,Hard
307,SoftEng,RepositoryPattern,Mediates between domain and data mapping layers.,Intermediate
308,SoftEng,DependencyInversion,High level modules should not depend on low level.,Hard
309,SoftEng,InterfaceSegregation,Clients should not depend on unused interfaces.,Intermediate
310,SoftEng,LiskovSubstitution,Subtypes must be substitutable for base types.,Hard
311,Android,AppStartup,Library to initialize components at app start.,Intermediate
312,Android,SplashScreen,API to manage the initial screen of the app.,Basic
313,Android,DynamicDelivery,Downloading app features on demand.,Hard
314,Android,PlayFeatureDelivery,Splitting app into modules for smaller APK.,Hard
315,Android,AppBundle,Format that includes all app compiled code.,Basic
316,Database,DataGovernance,Managing the availability and security of data.,Intermediate
317,Database,DataProfiling,Analyzing data to understand its structure.,Intermediate
318,Database,DataLineage,Understanding the origin and movement of data.,Hard
319,Database,DataLake,Storage for massive amounts of raw data.,Intermediate
320,Database,MasterDataManagement,Creating a single source of truth for data.,Hard
321,Android,RetrofitConverter,Translates API responses into Java/Kotlin objects.,Hard
322,Android,OkHttpInterceptor,Monitors or rewrites outgoing requests and incoming responses.,Hard
323,Android,HttpLoggingInterceptor,Logs network request and response data for debugging.,Intermediate
324,Android,MockWebServer,A library for testing network calls by mocking responses.,Hard
325,Android,Moshi,A modern JSON library for Android and Java.,Intermediate
326,Database,HorizontalScaling,Adding more machines to a database cluster for load.,Hard
327,Database,VerticalScaling,Adding more power (CPU/RAM) to an existing DB server.,Intermediate
328,Database,ReplicationLag,Delay between data being written to master and slave.,Hard
329,Database,MasterSlaveReplication,One node handles writes while others handle reads.,Intermediate
330,Database,MultiMasterReplication,Multiple nodes can handle both read and write operations.,Hard
331,SoftEng,TDD,Test Driven Development where tests are written before code.,Hard
332,SoftEng,BDD,Behavior Driven Development focusing on user behavior.,Intermediate
333,SoftEng,Refactoring,Improving code structure without changing functionality.,Basic
334,SoftEng,AntiPattern,A common response to a problem that is usually ineffective.,Intermediate
335,SoftEng,SpaghettiCode,Source code that has a complex and tangled structure.,Basic
336,Android,ViewBinding,Feature that allows you to more easily write code that interacts with views.,Intermediate
337,Android,DataStore,A data storage solution that allows you to store key-value pairs.,Intermediate
338,Android,PreferencesDataStore,Uses key-value pairs to store data, similar to SharedPreferences.,Basic
339,Android,ProtoDataStore,Stores data as instances of a custom data type using Protocol Buffers.,Hard
340,Android,Migration,A class used to update the database schema between versions.,Hard
341,Database,QueryCache,Storing the result of a query for faster subsequent access.,Intermediate
342,Database,ExecutionPlan,The sequence of steps used by a database to execute a query.,Hard
343,Database,IndexScan,Reading an entire index to find required data.,Intermediate
344,Database,TableScan,Reading all data pages in a table when no index is available.,Basic
345,Database,ClusteredIndex,Determines the physical order of data in a table.,Hard
346,SoftEng,CyclomaticComplexity,A measure of the number of linearly independent paths through code.,Hard
347,SoftEng,TechnicalDebt,The cost of reworking code due to quick-and-dirty fixes.,Intermediate
348,SoftEng,CodeSmell,Any symptom in the source code that indicates a deeper problem.,Basic
349,SoftEng,LegacyCode,Code that is inherited from someone else or an older version.,Basic
350,SoftEng,Standardization,The process of making something conform to a standard.,Basic
351,Android,WorkManagerUniqueWork,Ensures only one instance of a specific task runs.,Hard
352,Android,ForegroundService,A service that performs an operation noticeable to the user.,Intermediate
353,Android,BackgroundService,A service that runs in the background without user interaction.,Basic
354,Android,BoundService,A service that allows other components to bind to it.,Intermediate
355,Android,IntentService,A base class for Services that handle asynchronous requests.,Intermediate
356,Database,CheckConstraint,Ensures that all values in a column satisfy a specific condition.,Basic
357,Database,DefaultConstraint,Provides a default value for a column when none is specified.,Basic
358,Database,UniqueConstraint,Ensures that all values in a column are unique.,Basic
359,Database,NotNullConstraint,Ensures that a column cannot have a NULL value.,Basic
360,Database,CascadeDelete,Automatically deletes related rows in child tables.,Hard
361,SoftEng,Abstraction,Hiding internal details and showing only functionality.,Basic
362,SoftEng,Encapsulation,Binding data and methods together into a single unit.,Basic
363,SoftEng,Inheritance,Mechanism where one class acquires properties of another.,Basic
364,SoftEng,Polymorphism,Ability of a single function to take different forms.,Intermediate
365,SoftEng,Composition,A design principle where a class is composed of other objects.,Intermediate
366,Android,Lottie,A library that parses Adobe After Effects animations.,Intermediate
367,Android,GlideTransformations,Applying effects like cropping or blurring to images.,Intermediate
368,Android,ExoPlayer,An application-level media player for Android.,Hard
369,Android,CameraX,A Jetpack library to make camera development easier.,Hard
370,Android,BiometricPrompt,A system-provided dialog for biometric authentication.,Intermediate
371,Database,DistributedTransaction,A transaction that involves multiple database nodes.,Hard
372,Database,SagaPattern,Managing failures in distributed transactions via compensation.,Hard
373,Database,EventualConsistency,Data will become consistent across all nodes over time.,Hard
374,Database,StrongConsistency,Data is consistent across all nodes immediately after write.,Hard
375,Database,Partitioning,Dividing a large database into smaller, manageable parts.,Intermediate
376,SoftEng,SoftwareLifecycle,The entire period from initial concept to retirement.,Basic
377,SoftEng,VersionControl,System for tracking changes to files over time.,Basic
378,SoftEng,GitBranch,An independent line of development in a repository.,Basic
379,SoftEng,PullRequest,A method of submitting contributions to a project.,Basic
380,SoftEng,MergeConflict,An event that occurs when Git cannot resolve differences.,Intermediate
381,Android,NavigationGraph,An XML file that contains all navigation-related info.,Basic
382,Android,NavHostFragment,A container for destinations in a navigation graph.,Intermediate
383,Android,NavController,The object that manages app navigation within a NavHost.,Intermediate
384,Android,SafeArgs,A plugin for passing data between navigation destinations safely.,Hard
385,Android,DeepLinkRequest,An object that represents a navigation destination via URI.,Hard
386,Database,BackupRetention,The policy for how long database backups are kept.,Basic
387,Database,PointInTimeRecovery,Restoring a database to a specific second in the past.,Hard
388,Database,DatabaseMirroring,Maintaining two copies of a database for high availability.,Hard
389,Database,LogShipping,The process of sending transaction logs to a standby server.,Hard
390,Database,Failsafe,A system designed to return to a safe state upon failure.,Basic
391,SoftEng,ArchitecturePattern,A general, reusable solution to a commonly occurring problem.,Intermediate
392,SoftEng,ClientServer,A distributed application structure between providers and consumers.,Basic
393,SoftEng,PeerToPeer,A distributed architecture without centralized servers.,Basic
394,SoftEng,LayeredArchitecture,Organizing a system into distinct layers of responsibility.,Intermediate
395,SoftEng,EventDriven,Architecture where system flow is determined by events.,Hard
396,Android,PagingLibrary,Library for loading and displaying small chunks of data.,Hard
397,Android,BoundaryCallback,Signals when the Paging library has reached the end of data.,Hard
398,Android,PagedList,A list that loads its content in chunks from a DataSource.,Intermediate
399,Android,DataSource,The base class for loading data into a PagedList.,Hard
400,Android,DiffUtil,Utility class that calculates the difference between two lists.,Hard
401,Database,DataAnonymization,Protecting sensitive data by removing identifying info.,Intermediate
402,Database,DataEncryptionAtRest,Protecting stored data from unauthorized access.,Hard
403,Database,DataEncryptionInTransit,Protecting data while it moves across a network.,Hard
404,Database,AuditLog,A record of who accessed what data and when.,Intermediate
405,Database,DatabaseHardening,Securing a database by reducing its vulnerabilities.,Hard
406,SoftEng,CodeReview,Systematic examination of computer source code.,Basic
407,SoftEng,PairProgramming,Two programmers working together at one workstation.,Basic
408,SoftEng,ContinuousIntegration,Automatically building and testing code changes.,Intermediate
409,SoftEng,ContinuousDeployment,Automatically releasing code changes to production.,Hard
410,SoftEng,BlueGreenDeployment,Reducing downtime by running two identical environments.,Hard
411,Android,AppLinks,HTTP URLs that bring users directly to specific content.,Intermediate
412,Android,AssetLinksJSON,File used to verify ownership of an app link.,Hard
413,Android,AutoFillFramework,Allows apps to provide data to other apps' forms.,Intermediate
414,Android,SliceProvider,Provides UI templates that can be displayed outside the app.,Hard
415,Android,ShortcutManager,API to manage app shortcuts in the launcher.,Intermediate
416,Database,NoSQLDocumentStore,Database that stores data in JSON or XML format.,Basic
417,Database,NoSQLKeyStore,Database that stores data in a simple key-value format.,Basic
